task_id	intent	query_num	query	tsatisfaction	qsatisfaction	evaluation
422	搜集3dmax制作蛋糕的材质	5	杯子蛋糕;杯子蛋糕材质;杯子蛋糕材质贴图;蛋糕贴图;杯子蛋糕贴图	4	3;5;4;5;2	AC
423	搜集3dmax大作业贴图素材	15	杯子蛋糕纸;草莓;绳子;草莓贴图;婴儿床玩具;婴儿床架玩具;婴儿床挂玩具;粉色棉布;钻石;钻石贴图;松鼠;奶牛;hello kitty 3d;hello kitty 立体;hello kitty	4	3;3;5;5;1;1;1;3;5;2;4;2;4;4;1	AC
424	查找3dmax大作业相片贴图	11	奶牛图片卡通;人物卡通图片;夫妻卡通图片;一家人卡通;卡通相片贴图;卡通照片贴图;认为卡通照片贴图;人物卡通照片贴图;老头卡通;小孩卡通;背书包的小孩卡通图片	4	4;2;3;1;1;1;2;1;2;5;5	BC
425	在写ros学习的文档，想找两轮ros小车的图片素材	6	两轮ROS小车;两轮玩具车;两轮机器人小车;rikirobot;ros小车两轮差分;ros玩具小车	1	1;1;2;1;1;1	AD
426	上当代哲学课听说了哈贝马斯，想看看他长什么样	1	哈贝马斯	5	5	AB
427	这星期命运石之门更新，想搜一下好看的动漫图片	1	命运石之门	3	4	AC
428	天文学导论课，需要认识星图。	2	星图;冬季大三角	3	3;4	ACE
429	查询旅游景点	4	青岛崂山;青岛崂山仰口;青岛栈桥;八大关	4	3;3;4;3	ABG
430	更换壁纸	2	梅西 壁纸;梅西壁纸高清	3	3;3	CFG
431	想画一个关于旅行的简笔画	3	旅行主题 简笔画;旅行;旅行青蛙	2	2;3;3	ABG
432	想随便看看喜欢的明星的照片	1	宋祖儿	4	4	ABG
433	在热搜榜上看到创造101，比较好奇地搜了一下。	2	创造101;孟美岐	4	4;4	AB
434	想找个夏目友人帐的图片当头像。	2	夏目友人帐头像;夏目友人帐三三图片	4	4;4	CG
435	秀米推送的封面图片为一只猫往前看的图片。搜索类似的当做微信推送的封面，搜索肥猫表情包没有搜索到太合适的，决定使用《夏目友人帐》的毛姆老师作为封面	7	肥猫表情包;肥猫表情包;一只肥猫表情包;肥猫抻懒腰;一只肥猫表情包;肥猫表情包;夏目友人帐 猫咪老师	4	4;3;3;2;2;2;5	ADI
436	秀米编辑推送原来封面图为柴犬抱鱼的表情包，搜索柴犬抱鱼没有合适的表情包，所以最后选择柴犬表情包作为封面	4	柴犬 抱鱼;柴犬表情包;柴犬表情包;柴犬表情包	4	4;4;5;4	AD
437	微信推送为学校内洗衣店分部价格，寻找晾衣的图片	2	晾衣;晾衣 卡通	4	4;4	ACD
438	小马杯羽毛球战报推送，需要羽毛球剪影的图片作为推送封面	3	羽毛球剪影;羽毛球剪影;羽毛球彩色剪影	4	4;5;4	ACD
439	推送需要使用系馆照片	5	清华大学何添楼;清华大学化学系何添楼;清华大学化学馆;清华大学化学馆正照;清华大学化学馆	2	3;3;3;2;2	AEG
440	推送中使用老板三国演义的表情包，需要原版图片	5	诸葛孔明;王朗吐血;诸葛孔明;诸葛亮;诸葛亮 厚颜无耻	5	3;5;5;4;4	AI
441	推送中使用近代西方科学家的图片	4	西方名人;西方名人 坐像画;西方名人 线稿;牛顿	3	3;3;3;4	AC
442	推送封面图需要	1	问号	5	5	AD
443	推送中需要使用指环图片，且最好为浅色背景	7	魔法戒指;指环王 魔戒;魔法戒指;魔法指环;魔法指环;水晶戒指;指环	4	4;3;4;4;4;2;5	AEI
444	学生节主题推送中需要使用的图片	9	概率论与数理统计;白大褂;白大褂 卡通;欧皇寿命极短;跷跷板;跷跷板 卡通;气体;圆形;可燃	3	5;2;2;5;3;5;2;4;4	ACG
445	推送生活周报封面使用图片	1	夏目友人帐	5	5	AFG
446	外联部留学推送为普林斯顿大学的留学，封面使用普林斯顿大学的照片	1	普林斯顿大学	5	5	ADG
447	游戏中发现一个特殊的武器，新版与旧版不同，就去查了下旧武器的属性	1	吞日者	5	5	AE
448	查阅下正定的概念，想寻找一些例子和资料	1	函数正定	2	2	AE
449	学习《信号与系统》时，想寻找更多有关解卷积和图解法的知识	1	卷积	4	5	AB
450	下午篮球课讲解联防战术，先在网上搜索下大致情况	1	联防	4	4	AH
451	观看《头文字D second stage》藤原拓海VS须藤京一后，对上世纪末的WRC王者LAN EVO枪骑兵产生了一些兴趣	1	lan evo 3	4	4	ACG
452	做模电仿真大作业时查阅JFET的原理	1	JFET	5	5	AE
453	今天晚上看了赵丽颖的官方微博，想要再看看她的最近情况，很希望她和林更新。	3	赵丽颖;赵丽颖林更新;赵丽颖林更新聊天图片	4	5;5;4	AG
454	今天咨询了一下美容师，想要做一些瘦脸方面的了解。	7	瘦脸;瘦脸针前后对比照片;瘦脸针多久有效果图;瘦脸操;瘦脸霜;瘦脸食物;瘦脸精油	5	4;5;3;5;3;5;3	AB
455	今天看了一下金三顺的电视剧, 想随便看看喜欢的明星最近的写真	2	金三顺;我叫金三顺玄彬	5	5;4	ACG
456	今天上课比较无聊, 想随便看看喜欢的桌面，换一下风格	2	Chrome皮肤;Chrome皮肤	4	4;4	CDG
457	今天上课比较无聊, 想随便看看捉妖记的相关图片	1	捉妖记2	4	3	AG
458	今天看了个关于云南旅游的推送，考虑去云南旅游，看一下大理的照片看是否值得去。	2	大理;大理古城	4	4;5	AC
459	想去玉渊潭公园玩，搜一下	2	玉渊潭;玉渊潭公园	3	4;4	AH
460	最近叙利亚遭空袭很热门，想了解一下	2	叙利亚首都遭空袭;叙利亚首都	4	4;5	AH
461	网上看到叙利亚大使的描述，想了解一下	2	叙利亚大使;叙利亚外交官	5	5;4	AG
462	最近表情包没得用了，想搜一下	5	表情包;表情包动态图;表情包可爱;表情包搞笑;表情包素材	5	4;4;4;4;5	AG
463	想去看樱花，了解一下	4	樱花;樱花大道;樱花树;樱花草	5	5;5;5;5	AG
464	今天詹姆斯绝杀，想搜一下球员的现在和小时候的照片	4	詹姆斯;詹姆斯小时候;詹姆斯扣篮;詹姆斯绝杀	4	5;5;4;5	AG
465	今天看NBA，想搜一下球员的现在和小时候的照片	5	科比;科比退役;科比小时候;科比绝杀;科比扣篮	5	5;4;5;4;5	AG
466	今天看NBA，想搜一下球员的现在和小时候的照片	4	库里;库里小时候;库里扣篮;库里绝杀	4	5;4;5;4	AF
467	觉得神盾局里的菲兹挺帅的，想搜一下	3	菲兹;神盾局菲兹;神盾局第5季菲兹	4	4;5;4	AG
468	想了解一下神盾局里的黛西	10	神盾局黛西;黛西;黛西 约翰逊;黛西·雷德利;黛西米勒;黛西本杰明;黛西 约翰逊;黛西 约翰逊扮演着;黛西 约翰逊扮演者;汪可盈	5	4;4;5;3;4;3;3;4;4;5	AG
469	昨天发现自行车轴承异响，中午去换掉了，想了解一下轴承具体原理	4	自行车轴承;自行车踏板轴承;自行车五通轴承;自行车五通轴承	4	3;2;5;5	AB
470	下午突然想到宾利车标好像不是对称的，于是上网找了一下，顺便找了几款不同的车，看实际的车标	4	宾利车标;宾利飞驰;宾利欧陆;宾利慕尚	5	4;5;5;5	AB
471	下午突然想到心心念念的轿跑，，于是搜图看了一波	4	宝马m6;宝马m6 蓝色;奥迪a7;奥迪a7 蓝色	5	5;5;5;5	ACG
472	前几天看到朋友圈说博雅塔开灯了，刚刚突然想起来，就想看看夜景以及航拍的样子	4	博雅塔;博雅塔 开灯;博雅塔 航拍;博雅塔 全景	5	3;5;2;5	AG
473	晚上想起隔壁也快校庆了，想看看有什么活动	4	北京大学 校庆;北京大学 120校庆;北京大学 120校庆 活动安排;北京大学 120校庆 主题活动安排	5	3;3;5;5	AE
474	下午看到曼哈顿距离突然想看看曼哈顿街道到底有多方正	4	曼哈顿;曼哈顿 城市平面;美国 湾区;曼哈顿博士	4	4;5;3;2	AD
475	晚上刷完牙突然想了解一下牙刷原理	4	电动牙刷原理;电动牙刷;电动牙刷 充电原理;声波 电动牙刷 原理	4	5;3;5;4	AB
476	晚上突然想找个电脑壁纸	4	mac壁纸;mac壁纸超高清;mac壁纸超高清 幸运;mac壁纸超高清 星云	4	4;4;4;5	AFG
477	晚上和同学斗图，小猪佩奇表情不够，于是找了找，，，	6	小猪佩奇;小猪佩奇 表情;小猪佩奇 墨镜;小猪佩奇墨镜表情包;小猪佩奇墨镜雪茄;佩奇墨镜雪茄金链子	4	4;5;2;2;2;1	ABF
478	项目需要，需要找所有985大学的学校logo	27	985高校 及 logo;北京大学 logo;复旦大学 logo;武汉大学 logo;上海交通大学 logo;国防科学技术大学 logo;吉林大学 logo;中国科学技术大学 logo;华中科技大学 logo;四川大学 logo;北京师范大学 logo;南开大学 logo;西安交通大学 logo;中南大学 logo;同济大学 logo;山东大学 logo;东南大学 logo;北京航空航天大学 logo;北京航空航天大学 logo;东北大学 logo;华东师范大学 logo;华南理工大学logo;湖南大学 logo;兰州大学 logo;电子科技大学 logo;中国海洋大学 logo;中央民族大学 logo	5	3;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	AF
479	突然想看看网上认为哪个校门是学校的主校门	3	清华大学 荷清路;清华大学 注销们;清华大学 主校门	3	3;1;3	AH
480	看到一篇推送里面的受访嘉宾叫 云峰，，就想看看长啥样，结果都是 云峰。。	1	云峰	1	2	AB
481	今晚突然想了解一下目前拥有贯通式空调出风口的车型有哪些	7	中控一体;汽车空调出风口 贯通;迈腾空调出风口 贯通;全新贯通式空调出风口;奥迪 贯通式空调出风口;沃尔沃 贯通式空调出风口;特斯拉 贯通式空调出风口	5	3;2;5;2;4;2;3	AB
482	突然想看金元帅的座驾	6	金正恩专列;金正恩专列 大连;金正恩专列 中国;金正恩专机 中国;金正恩专机 大连;金正恩开飞机	4	4;3;4;5;5;5	AC
483	想找mastermind的logo	6	mastermind;mastermind taipei;骷髅头 胎胚;骷髅头 taipei;骷髅头 logo;骷髅头 品牌	4	5;3;1;4;5;5	AB
484	想看看厦门佰翔酒店长什么样，顺便查了另外几家知名酒店	4	厦门佰翔酒店;厦门悦华酒店;厦门荣誉酒店;泉州悦泉行馆	5	5;5;5;5	AG
485	想看厦门环岛路沿线的几个景点	3	厦大白城新校门;厦大白城沙滩;厦门世贸双子塔	5	5;5;5	AG
486	听说稻香春其实有两个品牌，容易买错，于是查一下商标	3	稻香春;北京稻香春 logo;苏州稻香春 logo	5	3;5;5	AH
487	想看看目前朝鲜城乡差距	2	朝鲜农村;朝鲜分界线	5	5;5	AB
488	想看看空军绕台被占位照片以及现有较先进战机的照片	5	绕台 占位;空军绕台 占位;轰6k绕台 占位;轰20真实图片;歼20	5	2;4;4;4;5	AB
489	今天在实验室寻找论文实验图片。	2	800*800;800*800 png	3	2;3	ADE
490	查看手机图片，换手机	2	小米mix2;小米mix2手机	5	4;5	ACG
491	寻找论文实验素材	1	800*800	5	5	AB
492	更换电脑壁纸	2	壁纸;简约壁纸	5	5;5	DFG
493	ppt素材 时间轴	3	时间轴;时间轴素材;时间轴素材 简洁	5	5;5;5	AG
494	突然看到黄山相关的新闻，好奇查询	3	jpeg;黄山;黄山	4	3;5;5	CG
495	对我是歌手节目感兴趣，查看相关情况	2	歌手排名;歌手排名霍尊	5	4;4	AG
496	ppt制作素材	1	小波变换	3	4	AF
497	换一款可爱的壁纸	4	壁纸;壁纸;壁纸 卡通;壁纸 史努比	5	5;5;5;5	CFG
498	想买软糖吃	2	水果糖;软糖	4	4;4	BC
499	怀念母校	5	华科;华科光电学院;华科 胡锦涛;华科 最新;华科 绝望坡	5	5;5;5;5;5	AI
500	昨天魅族新机发布，感兴趣搜索了解一下	6	魅族15;魅族15真机曝光;魅族15真机;魅族mx5拆机图解;魅族mx6拆机图解;魅族mx6卡在meizu界面	5	5;5;5;5;4;3	AC
501	对魅族感兴趣	1	flyme7	5	5	AF
502	新生赛即将购买队服，搜索作为参考。	5	篮球服;篮球服 学生;篮球服 学生男;篮球服 帅气;篮球服 清华	4	3;4;2;4;2	AG
503	新买的ipad，搜索一些壁纸。	5	ipad壁纸;ipad壁纸 9.7;ipad壁纸 清新;ipad桌面壁纸;ipad 壁纸 卡通	3	2;4;3;3;2	ABC
504	突然怀念吉卜力动画还有宫崎骏大师。	5	吉卜力公园;吉卜力动画;千与千寻;千与千寻壁纸;飞猪	5	4;5;5;5;1	ABE
505	打完篮球后，搜索科比标准跳投进行学习。	8	科比·布莱恩特;科比 跳投;科比跳投gif;科比 跳投练习;科比 麦迪 卡特照片;科比 麦迪 照片;科比 麦迪 照片 背影;科比 麦迪	5	5;4;5;4;3;5;2;4	AE
506	今天想找一些关于小猪佩奇的图片，因为他很可爱。	6	小猪佩奇;小猪佩奇头像;小猪佩奇头像 情侣;小猪佩奇头像 表情包;小猪佩奇头像社会人;小猪佩奇中文版	4	4;4;5;5;3;4	AC
507	查询手机相关内容。	9	魅族15;魅族15 蓝色;魅族15 汝窑白;魅族15 壁纸;魅族壁纸;魅族壁纸手机壁纸;华为p20;华为p20壁纸;华为手机壁纸	2	2;1;2;2;4;2;5;1;4	ADF
508	今天北京的蓝天勾起我对北京恶劣天气的好奇。	7	北京沙城暴;北京沙尘暴;北京沙尘暴 清华大学;沙尘暴 清华大学;北京雾霾;北京雾霾 最严重;北京蓝天	4	5;5;2;2;5;5;5	AI
509	今天在实验室里搜索图片实验素材。	4	800*800;800*800 图片;800*800 png;800*800 简约	3	3;2;4;2	DE
510	今天浏览陈冠希新闻，好奇他年轻时候模样。	7	陈冠希;陈冠希 吸血;陈冠希 年轻;陈冠希 吸血鬼日志;陈冠希 吸血鬼日记;陈冠希;陈冠希 女儿	4	4;1;1;1;1;4;3	AB
511	今天看到世界高楼排行版，产生兴趣所以搜索一下。	6	中国第一高楼;上海高楼;上海世贸大厦;纽约高楼;纽约帝国;纽约帝国大厦	4	5;5;5;4;4;5	AG
512	写一篇关于卢沟桥的微信推送，查找相关图片。	11	卢沟桥;马可波罗;联拱桥;永定河;七七事变 旧照;七七事变卢沟桥;七七事变结果;卢沟桥的狮子;卢沟桥的文化;卢沟桥的文物;卢沟桥	5	5;3;5;5;5;5;5;5;5;4;5	AFH
513	制作宣传海报。	7	卢沟桥;宛平古城;宛平县衙;兴隆寺;中国人民抗日战争纪念馆;中国人民抗日战争纪念馆 内部;中国人民抗日战争纪念园	5	5;5;5;5;5;5;5	AC
514	看了新闻报道，对坚果r1比较感兴趣。	3	坚果r1;坚果pro;坚果r1 白色	4	4;4;5	AF
515	今天看的一本书，里面的主角是一个运动员，涉及到的运动有标枪，所以想查看一下。	3	标枪;比赛标枪;比赛标枪	3	4;5;5	AG
516	今天上史纲课，我们需要准备一个百年百影的展示，所以回忆起了霸王别姬这部电影，想要看看相关的照片。	1	霸王别姬	5	4	AG
517	看书过程中个 一位主角的工作是制作书雕 所以想看看真实的书雕长什么样	3	书雕;艺术品书雕;艺术品旧书书雕	4	5;5;5	CG
518	今天制作史纲课展示要用的PPT  主题是中国电影发展与代表 所以搜集了很多相关图片	23	定军山谭鑫培;孤儿救祖记;火烧红莲寺;1928电影火烧红莲寺;电影最近行动网领;最近行动网领;左翼电影;电影木兰从军;电影孔夫子;1940电影孔夫子;电影南泥湾;电影白求恩大夫;一江春水向东流;一江春水向东流;电影一江春水向东流;电影八千里路云和月;电影桥;电影桥吴印咸;白毛女;电影白毛女;电影天仙配;电影梁山伯与祝英台;电影1954梁山伯与祝英台	5	5;5;3;5;1;1;2;5;3;5;2;5;3;3;5;5;1;1;3;5;5;2;5	AFG
519	今天看书的时候 书中对于主角的描述涉及到了这两个关键词 很好奇 所以搜查看看	2	美人尖;眼型	4	4;3	AC
520	史纲课展示主题是百年电影 所以搜集了相关图片以供展示需要	2	定军山;电影小城之春	4	3;5	AF
521	小说里涉及到眼型的描写 很好奇 想看看相关图片	1	眼型	3	3	AB
522	土木生态工程课的作业是制作学校内关于花的海报 所以搜集了海报相关素材和花朵照片 来构思自己的海报并且完成作业 	22	槐树;槐树花;槐树花;介绍花的海报;介绍真花的海报;介绍花的品种;介绍花的品种海报;花店海报;花店宣传单;文艺花店宣传单;清新A3背景;清新背景图片;清新淡雅背景图片;简洁纯色;清新可爱背景图片;清新A3背景;清爽简约背景图片;清新水墨背景图片;重瓣棣棠花;点地梅;点地梅花苞;点地梅盛开过程	3	4;4;4;2;2;2;2;4;3;4;2;2;2;4;2;2;3;3;4;3;1;1	AFG
523	英语课要做展示PPT 选择的主题是和陶瓷相关的 所以搜集了陶瓷制作过程的图片 希望找到素材用来完成PPT	26	瓷器;粉彩瓷器;高清手工瓷器;瓷石;手造中国;瓷器的烧制;土窑;土窑烧瓷器;柴窑烧瓷器;釉上彩;烧瓷场面;柴窑;工匠上釉;上釉过程;泼釉;中国工匠上釉;上釉;拉坯;利坯;瓷泥;瓷泥块;瓷土块;手工瓷器;瓷土;瓷器拼图;景德镇瓷土块	2	1;2;2;2;2;2;2;2;2;3;2;1;2;1;1;2;1;4;4;2;2;3;1;3;1;4	AFG
524	暑假计划去日本游玩 所以搜索了一下当地景色想要看看	5	日本;日本夏季;日本旅游;东京;涩谷	4	3;3;3;4;4	AG
525	今天下午做汇报PPT，需要用到中石油的logo，想搜一个适合放到PPT头部的logo	2	中石油logo;中石油 横排logo	4	2;4	ADF
526	晚上需要做个PPT，差一些网络结构，来反映复杂度	4	网络;网络结构;网络结构图;计算机网络	4	3;5;5;2	ABG
527	4月17日项目要做PPT，需要用到中石油的logo	1	中石油 横排logo	4	5	AE
528	4月17日下午做PPT需要用到计算机网络图片	1	计算机网络	5	5	ADE
529	4月19号要去办签证，提前搜索大使馆	2	美国签证大使馆;美国签证大使馆	5	5;5	AEG
530	最近在帮一个游学机构招募导师，想看一下招募导师的海报怎么做比较好，需要强调哪些信息	4	导师招募海报;辅导员招募海报;暑期游学辅导员招募海报;暑期游学辅导员招募海报	2	2;2;3;2	AB
531	最近两天终于看了大鱼海棠，因为真的很喜欢湫的配音，但是剧情实在是太智障了，看了一半气得我关了，连双儿都救不了这智障的剧情，我想打死女主，所以好奇哪个智障编剧编的剧本，就查了一下。。。。。	1	大鱼海棠编剧	4	4	AH
532	我一个特别喜欢的配音演员说配了这部游戏的男主，所以想搜一搜看看男主长什么样子，剧情怎么样。	3	人鱼传说之长生烛;人鱼传说之长生烛男主;人鱼传说之长生烛山有木兮	4	3;4;4	AB
533	最近看了一本小说，想找找图片，看看有没有同人图，后来发现有了电视剧，就像看看男主，然后很失望，长得不好看。。。	7	降龙;降龙尼罗;尼罗降龙男主;尼罗降龙电视剧;降龙之白露为霜男主;降龙之白露为霜主演;降龙之白露为霜主演	4	2;3;4;4;3;4;4	ABH
534	最近一个pta关于香港儿童福利的，需要一些相关资料和图片，具体就不细说啦~	3	香港儿童滥用药物;香港儿童drug;香港儿童abuse	3	2;4;4	AH
535	最近报名了舞协一个排舞蹈视频的活动，想看看这个相关节目，然后发现有些听过名字，就查一查	5	101女团焦曼婷;101女团sunshine;101女团导师;101女团导师团;101女团	4	4;3;4;4;4	ABH
536	照镜子忽然发现单眼皮上面长了一条线，不知道是不是要张双眼皮了，所以超开心来查一下	7	肿眼泡;肿眼泡双眼皮;单眼皮有条线;眼皮上有条线;眼皮褶皱;上眼皮褶皱;单眼皮上眼皮褶皱	4	4;4;4;3;4;4;3	ABH
537	最近参加了舞协的一个活动，教学视频是个我不认识的男明星，所以想查一下他	2	王一博;王一博关晓彤	4	4;4	AEG
538	还是做得项目的资料	5	大麻糖;毒品糖;香港毒品糖;毒品饮料;香港毒品饮料	3	2;4;3;3;3	ABH
539	听说魔道祖师拍电视剧了？我是来看兄弟情，拜把子的。。。	7	魔道祖师陈情令;魔道祖师动漫;魔道祖师动漫人设图;肖洋;魔道祖师魏无羡;魔道祖师魏无羡演员;肖战	5	5;5;5;1;3;4;5	ABH
540	最近疯狂想烫卷发以及挑染，所以查一查	5	染发;长发卷发;长发卷发挑染;紫色长发挑染;蓝色长发挑染	5	5;5;5;5;5	ACG
541	听说我家双儿又配了一个男主角，懒得看了，所以来查查男主长什么样子	6	幸福近在咫尺;幸福近在咫尺男主图片;王牧野;幸福近在咫尺;幸福近在咫尺方牧野;幸福近在咫尺王子奇	5	5;5;2;5;5;5	AG
542	最近三天做了一个汽车论坛的志愿者，挺感兴趣的，所以查一下	6	北京车展;北京车展志愿者;中国汽车论坛;中国汽车论坛;中国汽车论坛2018;2018中国汽车论坛志愿者	4	4;2;3;2;5;2	AH
543	准备五一去看个漫展，提前查一查漫展现场的图。	3	ido漫展;2018ido漫展;2018ido漫展	5	3;5;5	ABH
544	最近无聊在b站上看了一点小姐姐们，还看了寄明月，随便刷一刷图	6	寄明月;寄明月舞蹈服装;寄明月女团;赖美云;赖美云寄明月;段奥娟	5	3;3;4;5;4;4	ABG
545	最近对宅舞很感兴趣，所以就随便搜了搜	5	宅舞;宅舞极乐净土;咬人猫;紫嘉儿;极乐净土张一山	4	4;4;5;5;4	AC
546	随便搜一搜，看101据说不会跳舞	1	鹿小草	5	4	AB
547	我最近很喜欢的两个配音小哥哥，人帅声苏，所以来收收图	3	刘明月;配音刘明月;李兰陵刘明月	3	2;3;3	ABG
548	我朋友过生日，给她写生贺文的时候搜图片来着	8	生日;情书;刘彤仪;刘彤仪;刘彤仪篮球;打篮球;篮球;刘彤仪	4	2;5;4;2;3;2;5;2	ADF
549	向美容，想剪发，随便搜一搜	2	潘达眼贴;卷发挑染	4	4;4	AH
550	明天要去锤子科技新品发布会做志愿者，老实说以前真没关注过这家公司，所以随便查一查	7	锤子科技;锤子科技坚果pro;锤子坚果pro参数;锤子科技新品发布会;锤子科技罗永浩;锤子科技鸟巢;锤子科技鸟巢	4	4;4;4;4;4;4;4	AH
551	最近认真想减肥，关注一下自己的问题	15	斜方肌;斜方肌起止点;斜方肌;斜方肌拉伸方法图解;拉伸小腿正确方法图解;怎样拉伸小腿肌肉图解;腓肠肌;腓肠肌起止点;小腿肌肉;比目鱼肌;小腿一大块肌肉;肌肉型小腿;怎么瘦肌肉型小腿图解;斜方肌大;斜方肌厚	4	4;5;4;4;4;4;4;4;4;4;4;4;4;4;4	AH
552	看创造101，搜搜小姐姐们	8	张紫宁;张紫宁中国传媒大学;创造101张紫宁;创造101吴宣仪;创造101葛佳慧;创造101杨芸晴;创造101yamy图片;创造101孟美岐	4	4;4;4;4;4;4;4;4	AGH
553	查询图片素材	1	紫色炫光	2	2	ADF
554	制作PPT，需要找一个小人的图标	2	ppt 图标素材 小人;ppt 图标素材	3	3;4	ACF
555	寻找一只鸡在奔跑的表情包	2	奔跑鸡 表情包;一只鸡奔跑的表情包	2	2;2	AF
